product,answer_option,review_score
Shelcal,We needed more discount,0.3002610966057441
Shelcal,It MFD date and timely delivery,0.3002610966057441
Shelcal,I like the home delivery service is very good,0.3002610966057441
Shelcal,I dislike die to less discount,0.3002610966057441
Shelcal,Speed and ease and discount,0.3002610966057441
Shelcal,Discount is not competable,0.3002610966057441
Shelcal,Discount was less than available in the market,0.3002610966057441
Shelcal,U say 20% discount but not applied on this,0.3002610966057441
Shelcal,Nice packing and good tablet for my health,0.3002610966057441
Shelcal,Problem regarding the delivery,0.3002610966057441
Shelcal,"Dislike price, like packing",0.3002610966057441
Shelcal,No question of like or dislike! Doctor prescribed,0.3002610966057441
Shelcal,Not good service,0.3002610966057441
Shelcal,Discount n ease of shopping online,0.3002610966057441
Shelcal,Timely delivery with less price,0.3002610966057441
Shelcal,No commitment and no fixed delivery schedule,0.3002610966057441
Shelcal,Quick delivery of medicine is very much appreciated,0.3002610966057441
Shelcal,I am taking it in good faith expecting it to be genuine No question to like or dislike it.,0.3002610966057441
Shelcal,Its smartly packed,0.3002610966057441
Shelcal,Satisfactory Service besides some minor negligencies.,0.3002610966057441
Shelcal,Delivery as usual,0.3002610966057441
Shelcal,Usual genuine medicine,0.3002610966057441
Shelcal,Delivery date was too late,0.3002610966057441
Shelcal,The delivery experience was very good and quick,0.3002610966057441
Shelcal,Delivery is slow,0.3002610966057441
Shelcal,Very delayed delivery and if we wish to cancel they are not refunding the money instead adding it to their wallet which is not at all useful,0.3002610966057441
Shelcal,Why dont you use local shops as delivery partner. its preposterous that in today day and age we need to wait ONE FREAKING WEEK FOR DELIVERY,0.3002610966057441
Shelcal,We are getting 15% discount for this medicine from local medical Shop,0.3002610966057441
Shelcal,Very fast delivery,0.3002610966057441
Shelcal,quick delivery and discount,0.3002610966057441
Shelcal,Item is good and packed very well,0.3002610966057441
Shelcal,Came on time without any damage,0.3002610966057441
Shelcal,Regular medicine for my parents Received in time,0.3002610966057441
Shelcal,Delivery charge why so,0.3002610966057441
Shelcal,Delivery so lately...,0.29765013054830286
Shelcal,This order was delivered timely as compared to other order which took more than 10 days to deliver,0.29765013054830286
Shelcal,The medicine is fine but the my other medicine is canceled by the vendor,0.29765013054830286
Shelcal,Just started taking this tablet 1 month back canst say anything right now,0.29765013054830286
Shelcal,Delivery very late,0.29765013054830286
Shelcal,Just started taking this tablet 1 month back canst say anything right now,0.29765013054830286
Shelcal,The medicine is fine but the my other medicine is canceled by the vendor,0.29765013054830286
Shelcal,Very late delivery,0.29765013054830286
Shelcal,This order was delivered timely as compared to other order which took more than 10 days to deliver,0.29765013054830286
Shelcal,5 Genuine,0.2898172323759791
Shelcal,Very Poor Service,0.2819843342036554
Shelcal,Very Poor Service,0.2819843342036554
Shelcal,As usual packing is in good condition and the delivery date is the same as informed,0.2819843342036554
Shelcal,Good Packing. Genuine Medicines,0.27676240208877284
Shelcal,Good packing prompt delivery,0.27676240208877284
Shelcal,Very poor service and not print got my medicine after days ..lots of improvement required,0.27154046997389036
Shelcal,Delivery group was there However product n packing were good,0.27154046997389036
Shelcal,Delivery group was there However product n packing were good,0.27154046997389036
Shelcal,Very poor service and not print got my medicine after days ..lots of improvement required,0.27154046997389036
Shelcal,Fast delivery,0.26631853785900783
Shelcal,fast service,0.26631853785900783
Shelcal,Fast delivery,0.26631853785900783
Shelcal,Less Discount,0.25326370757180156
Shelcal,Delivery timing,0.25326370757180156
Shelcal,Delivery speed,0.25326370757180156
Shelcal,Delivery,0.25326370757180156
Shelcal,Less Discount,0.25326370757180156
Shelcal,Print delivery,0.25326370757180156
Shelcal,Disount packing,0.25326370757180156
Shelcal,Delivery speed,0.25326370757180156
Shelcal,Quick service,0.2349869451697128
Shelcal,Quick delivery,0.2349869451697128
Shelcal,Less discount,0.2245430809399478
Shelcal,Speedy Delivery,0.2245430809399478
Shelcal,Timely Delivery,0.2245430809399478
Shelcal,Order canceled,0.2010443864229765
Shelcal,Proper packing,0.2010443864229765
Shelcal,prompt delivery,0.2010443864229765
Shelcal,Prompt delivery,0.2010443864229765
Shelcal,Speedy supply,0.2010443864229765
Shelcal,Packing quality,0.2010443864229765
Shelcal,Normal supply,0.06527415143603134
SevenseascodLiverOil,its only 15 days but I do feel energetic and good.. so its a thumbs up for me..,0.9629629629629629
SevenseascodLiverOil,its really helpful and safe.,0.9629629629629629
SevenseascodLiverOil,Not the missing ingredient in my body Feeling better after taking it,0.9629629629629629
SevenseascodLiverOil,Good for immunity system .Every body should take it. No foundation for Male/Female anybody can take it.,0.9382716049382716
SevenseascodLiverOil,excellent for vitamin deficiency good jelly capsules,0.9259259259259259
SevenseascodLiverOil,Good source of omega 3 fatty acid,0.9012345679012346
SevenseascodLiverOil,Very much like.. Recommended for enhancing immunity of everyone...Must buy again,0.9012345679012346
SevenseascodLiverOil,Good for eye and memory as vitamin,0.9012345679012346
SevenseascodLiverOil,its best for improvement of immune system,0.9012345679012346
SevenseascodLiverOil,its good for hair fall,0.8888888888888888
SevenseascodLiverOil,Good in nutrition content and good for health,0.8765432098765432
SevenseascodLiverOil,It was a good for kids immunity,0.8765432098765432
SevenseascodLiverOil,i like it and its good in results,0.8641975308641975
SevenseascodLiverOil,QUALITY IS GOOD AND PRIZE IS LOW,0.8518518518518519
SevenseascodLiverOil,Have used it earlier but results are very late may be its purity not same as earlier,0.8518518518518519
SevenseascodLiverOil,It is a good supplement,0.8518518518518519
SevenseascodLiverOil,its a trusted products from my childhood days,0.8148148148148148
SevenseascodLiverOil,Trusted remedy for health. Used for many years,0.8024691358024691
SevenseascodLiverOil,Good one seen improvements,0.7777777777777778
SevenseascodLiverOil,its good for health.,0.7654320987654321
SevenseascodLiverOil,AGAIN results are good,0.7407407407407407
SevenseascodLiverOil,5 liked the product very much,0.7283950617283951
SevenseascodLiverOil,Meg 3 is best in winter,0.691358024691358
SevenseascodLiverOil,Good & effective product for the given low price.,0.6666666666666666
SevenseascodLiverOil,Better than any other product claiming to improve immunity,0.654320987654321
SevenseascodLiverOil,Best quality products,0.6419753086419753
SevenseascodLiverOil,Bottle cap is free,0.6296296296296297
SevenseascodLiverOil,I have ordered senses but i feel like that the product is not in original,0.6172839506172839
SevenseascodLiverOil,easy and best deal,0.6172839506172839
SevenseascodLiverOil,You are gang of thief,0.6049382716049383
SevenseascodLiverOil,Colour like a gold due,0.6049382716049383
SevenseascodLiverOil,Caused problems for health,0.5925925925925926
SevenseascodLiverOil,Nice bottling.. Not sure whether it would help or not...,0.5925925925925926
SevenseascodLiverOil,I am not a doctor,0.5802469135802469
SevenseascodLiverOil,4. Promptness and price,0.5679012345679012
SevenseascodLiverOil,No major change after taking these tablets,0.5555555555555556
SevenseascodLiverOil,"Dislike , original monogram (logo) not match original product.",0.5555555555555556
SevenseascodLiverOil,I liked the product,0.5432098765432098
SevenseascodLiverOil,Not feeling Any difference,0.5432098765432098
SevenseascodLiverOil,Seams original cod liver oil,0.5061728395061729
SevenseascodLiverOil,I have already used it before,0.49382716049382713
SevenseascodLiverOil,It is original,0.49382716049382713
SevenseascodLiverOil,its too early,0.4691358024691358
SevenseascodLiverOil,At least online available,0.4691358024691358
SevenseascodLiverOil,But I got this product very late ...,0.4444444444444444
SevenseascodLiverOil,Ordered 500 Cabs and Not the Delivery for 100 Cabs,0.43209876543209874
SevenseascodLiverOil,Product and timely delivery,0.43209876543209874
SevenseascodLiverOil,Difficult to open bottle lid as its not proper Not sure if this one is a duplicate product too.,0.43209876543209874
SevenseascodLiverOil,Delievery and Product quality,0.43209876543209874
SevenseascodLiverOil,It was packed very carefully and delivered with in time,0.43209876543209874
SevenseascodLiverOil,Bottle packing quality very bad,0.43209876543209874
SevenseascodLiverOil,Package quantity is not good,0.43209876543209874
SevenseascodLiverOil,"This cod lever capsules should be kept in below 10°C, you should see that it should be kept in a ice box during delivery",0.43209876543209874
SevenseascodLiverOil,Like but less discount,0.43209876543209874
SevenseascodLiverOil,The packing is same for years I could relate to product from the memory down the years,0.43209876543209874
SevenseascodLiverOil,All is ok but I couldn get discount on seven seas cod lever oil cc capsules,0.43209876543209874
SevenseascodLiverOil,Packing... Delivery... Discount,0.43209876543209874
SevenseascodLiverOil,Delivery time is much,0.43209876543209874
SevenseascodLiverOil,Genuine quality at very best price,0.43209876543209874
SevenseascodLiverOil,Delivery time is late,0.43209876543209874
SevenseascodLiverOil,Not satisfied because goods are delivered on parts .,0.43209876543209874
SevenseascodLiverOil,Price n packing (Big package more savings,0.43209876543209874
SevenseascodLiverOil,The product was good with long expire,0.43209876543209874
SevenseascodLiverOil,Glucosamine Tablets are canceled,0.43209876543209874
SevenseascodLiverOil,Discount & fast delivery,0.43209876543209874
SevenseascodLiverOil,Packaging of the product and timely delivery,0.43209876543209874
SevenseascodLiverOil,it should come back in glass jar....,0.43209876543209874
SevenseascodLiverOil,Quality is good Packing forwarding OK,0.43209876543209874
SevenseascodLiverOil,Dismounted price Fresh product,0.43209876543209874
SevenseascodLiverOil,Original item. Sold without any discount at MRP,0.43209876543209874
SevenseascodLiverOil,Excellent response Perfect delivery,0.43209876543209874
SevenseascodLiverOil,"I like product. But, dont like delivery",0.43209876543209874
SevenseascodLiverOil,Prompt delivery at reduced cost,0.43209876543209874
SevenseascodLiverOil,The condition in which it was delivered was worst,0.43209876543209874
SevenseascodLiverOil,Delivery was bit delayed delivery was made through different courier and timely update was not available,0.43209876543209874
SevenseascodLiverOil,Timely delivery and discount,0.43209876543209874
SevenseascodLiverOil,packing delivery was all smooth & convenient,0.43209876543209874
SevenseascodLiverOil,Good packing and product was delivered before time.I liked the service a lot.,0.43209876543209874
SevenseascodLiverOil,good package decent price,0.43209876543209874
SevenseascodLiverOil,Exciting discount prompt delivery,0.43209876543209874
SevenseascodLiverOil,"Good product, secure packaging, value for money",0.41975308641975306
Neurobion,Nice for vitamin B 12 deficiency,0.9903846153846154
Neurobion,Effective supplement as vitamin B complex,0.9903846153846154
Neurobion,Very good for nerves strength,0.9903846153846154
Neurobion,good option for vitamin b12 supplement,0.9879807692307693
Neurobion,helpful in gaining strength,0.9855769230769231
Neurobion,excellent vitamin tablet at lowest pric!e. Value for money !,0.9855769230769231
Neurobion,helpful in gaining strength,0.9855769230769231
Neurobion,excellent vitamin tablet at lowest pric!e. Value for money !,0.9855769230769231
Neurobion,Good medicine for vitamin B,0.9831730769230769
Neurobion,Good medicine for vitamin B,0.9831730769230769
Neurobion,No problem at all Everything was excellent,0.9831730769230769
Neurobion,I have been using it for a while and found it to be a good nerve support,0.9807692307692307
Neurobion,AS a Vitamin supplement Neurobion Forte is very good for diabetic,0.9807692307692307
Neurobion,It is a good vitamin substitute. And effective and cheap,0.9783653846153846
Neurobion,Great for most neurological issue.,0.9783653846153846
Neurobion,Great for most neurological issue.,0.9783653846153846
Neurobion,"Reasonable price,recommended by doctors no adverse effect noticed it helps nerve strengthening,long term use",0.9759615384615384
Neurobion,One of the better vitamin complex tablet with B-12.Very effective,0.9735576923076923
Neurobion,It is worth recommended to other also to compensate deficiency of B vitamin,0.9735576923076923
Neurobion,One of the better vitamin complex tablet with B-12.Very effective,0.9735576923076923
Neurobion,its a cheap and effective way to strengthen your nerve,0.9711538461538461
Neurobion,ok ok product..,0.9711538461538461
Neurobion,Medicine is good and gives me positive results,0.96875
Neurobion,I have been taking Neurobion Forte tablets (one a day) for many years It helps in maintaining health and vitality It has no side effects,0.9615384615384616
Neurobion,It is good vitamin (3V) tablet,0.9591346153846154
Neurobion,Good substitute for vitamin B in lesser price.,0.9543269230769231
Neurobion,Good to have one everyday,0.9447115384615384
Neurobion,I regularly use it for improvement of vitamin B,0.9399038461538461
Neurobion,I regularly use it for improvement of vitamin B,0.9399038461538461
Neurobion,Liked it Good,0.9350961538461539
Neurobion,I am 74 years old hence I was always feel tired and needed lie down for rest After taking nuerobion I feel better and can do some work actively,0.9350961538461539
Neurobion,better composition in this price,0.9350961538461539
Neurobion,Best complex at compatible price..,0.9278846153846154
Neurobion,NERVE AILMENT IS RECTIFIED BY USE OF THIS POPULAR MEDICINE,0.9230769230769231
Neurobion,Good tablet for nerve disorder,0.9230769230769231
Neurobion,Good value for money,0.9206730769230769
Neurobion,Good effect with no side effects,0.9134615384615384
Neurobion,Cheap and best,0.90625
Neurobion,CHEAP N BEST,0.90625
Neurobion,Perfect n good quality,0.9038461538461539
Neurobion,Good medicine very effective,0.9014423076923077
Neurobion,Good Complex tablet with b12,0.9014423076923077
Neurobion,It is good for nerves,0.8990384615384616
Neurobion,It is good for nerves,0.8990384615384616
Neurobion,Very useful with chiefest cost,0.8990384615384616
Neurobion,Good medicine to use when you have sudden current type feelings,0.8990384615384616
Neurobion,Everything is amazing,0.8966346153846154
Neurobion,It is a very good medicine,0.8942307692307693
Neurobion,It is a very good medicine,0.8942307692307693
Neurobion,Very good for nurbous system,0.8894230769230769
Neurobion,It is a good broad spectrum medicine for occasional use.,0.8870192307692307
Neurobion,It is a good broad spectrum medicine for occasional use.,0.8870192307692307
Neurobion,its a good and cheap combo of neurovitamins,0.875
Neurobion,Good for nerve problem,0.8629807692307693
Neurobion,Have been using it for more than 35 years with out any problems,0.8605769230769231
Neurobion,Very useful for me.,0.8557692307692307
Neurobion,Good medicine for nerves,0.8533653846153846
Neurobion,Good medicine for nerves,0.8533653846153846
Neurobion,Quality was amazing,0.8485576923076923
Neurobion,its effective against pain due to nerve pitching,0.8485576923076923
Neurobion,Helpful in the price range in compare to other multivitamins,0.8461538461538461
Neurobion,Good for weakness,0.8389423076923077
Neurobion,B complex product withb12 at a very reasonable price,0.8317307692307693
Neurobion,B complex product withb12 at a very reasonable price,0.8317307692307693
Neurobion,"After having it, I felt itching allergy, acne & pimples problems overall skin problem.",0.8293269230769231
Neurobion,Not sure if it works,0.8293269230769231
Neurobion,Not that effective,0.8173076923076923
Neurobion,Good vitamin tab,0.8173076923076923
Neurobion,Good vitamin tab,0.8173076923076923
Neurobion,Small in size,0.8149038461538461
Neurobion,Best for neutral problems,0.8125
Neurobion,Medicine keeps whole day active and no tiredness,0.8076923076923077
Neurobion,Liked it very much,0.8076923076923077
Neurobion,Medicine keeps whole day active and no tiredness,0.8076923076923077
Neurobion,I like this tablet very much,0.8004807692307693
Neurobion,It soothes aching nerves,0.8004807692307693
Neurobion,It keeps an old women of 94yrs going,0.7980769230769231
Neurobion,It keeps an old women of 94yrs going,0.7980769230769231
Neurobion,The tablet is very harmful,0.7956730769230769
Neurobion,The tablet is very harmful,0.7956730769230769
Neurobion,NOT USE FULL,0.7932692307692307
Neurobion,dislike -- reason smell,0.7884615384615384
Neurobion,Easy to swallow,0.7884615384615384
Neurobion,I am a diabetic patient and I am taking regularly,0.7884615384615384
Neurobion,dislike -- reason smell,0.7884615384615384
Neurobion,Very nice response,0.7788461538461539
Neurobion,Effect when taken for long duration,0.7764423076923077
Neurobion,Effect when taken for long duration,0.7764423076923077
Neurobion,Working very well,0.7740384615384616
Neurobion,it helps me in sciatica pain,0.7740384615384616
Neurobion,it helps me in sciatica pain,0.7740384615384616
Neurobion,This is for D vitamin deficiency,0.7716346153846154
Neurobion,benefits are visible,0.7716346153846154
Neurobion,value for money,0.7692307692307693
Neurobion,for vitamin b12,0.7668269230769231
Neurobion,A good multivitamin supplement,0.7668269230769231
Neurobion,Its a vitamin tablet!,0.7644230769230769
Neurobion,Its a vitamin tablet!,0.7644230769230769
Neurobion,Good for nerve,0.7620192307692307
Neurobion,its gud it has it B 12,0.7572115384615384
Neurobion,A good company tab,0.7548076923076923
Neurobion,Vitamin supplement at unfordable price.,0.7524038461538461
Neurobion,This is also prescribed by my doctor,0.7475961538461539
Neurobion,This is also prescribed by my doctor,0.7475961538461539
Neurobion,A regular purchaser,0.7307692307692307
Neurobion,Good for health,0.7307692307692307
Neurobion,Good for health,0.7307692307692307
Neurobion,Genetic and useful,0.7307692307692307
Neurobion,Genetic and useful,0.7307692307692307
Neurobion,Good for health,0.7307692307692307
Neurobion,They are useful,0.7307692307692307
Neurobion,Dtripifficult to rmove tablets from s,0.7259615384615384
Neurobion,Nothing changes in my body,0.7211538461538461
Neurobion,It is good,0.7091346153846154
Neurobion,Good for neuralgia,0.7091346153846154
Neurobion,Everything was good,0.7091346153846154
Neurobion,It gives strength to veins,0.7091346153846154
Neurobion,It gives strength to veins,0.7091346153846154
Neurobion,Best in help of Complex bone and mussel problem,0.6923076923076923
Neurobion,Best in help of Complex bone and mussel problem,0.6923076923076923
Neurobion,its good for helth.,0.6850961538461539
Neurobion,its good for body,0.6850961538461539
Neurobion,The rate is very reasonable,0.6802884615384616
Neurobion,The rate is very reasonable,0.6802884615384616
Neurobion,Effective for my mother,0.6778846153846154
Neurobion,Effective for my mother,0.6778846153846154
Neurobion,"It is a prescribed medicine, what is there to like or dislike in that!!???",0.6754807692307693
Neurobion,Till now I didn dislike anything,0.6754807692307693
Neurobion,"It is a prescribed medicine, what is there to like or dislike in that!!???",0.6754807692307693
Neurobion,Till now I didn dislike anything,0.6754807692307693
Neurobion,I have been prescribed by my doctor for general weakness I feel better,0.6730769230769231
Neurobion,It is good for Nevas in body,0.6730769230769231
Neurobion,I have been prescribed by my doctor for general weakness I feel better,0.6730769230769231
Neurobion,It is good for Nevas in body,0.6730769230769231
Neurobion,Increases the nerves strength,0.6706730769230769
Neurobion,Increases the nerves strength,0.6706730769230769
Neurobion,This Tablet was cause of vomitting sorry,0.6658653846153846
Neurobion,Two tablets were exposed as their seals were punctured,0.6658653846153846
Neurobion,This Tablet was cause of vomitting sorry,0.6658653846153846
Neurobion,Two tablets were exposed as their seals were punctured,0.6658653846153846
Neurobion,It seems that it is substandard,0.6634615384615384
Neurobion,best in its class,0.6634615384615384
Neurobion,It seems that it is substandard,0.6634615384615384
Neurobion,best in its class,0.6634615384615384
Neurobion,Not in response,0.6610576923076923
Neurobion,Quality & price,0.6610576923076923
Neurobion,Does the job,0.6610576923076923
Neurobion,Everything was prefect,0.6610576923076923
Neurobion,I dont know it work or what .,0.6586538461538461
Neurobion,I dont know it work or what .,0.6586538461538461
Neurobion,all is good but need to be work on portal offers,0.6586538461538461
Neurobion,overall good experience and this is one of the best medicine for me and works well over me. thanks,0.6586538461538461
Neurobion,all is good but need to be work on portal offers,0.6586538461538461
Neurobion,overall good experience and this is one of the best medicine for me and works well over me. thanks,0.6586538461538461
Neurobion,It is helpful,0.6442307692307693
Neurobion,It is helpful,0.6442307692307693
Neurobion,This is nice red colour tablet...looks so nice and after I eat I feel it must be doing something nice otherwise why would my doctor tell me to have it daily Silt!!,0.6442307692307693
Neurobion,This is nice red colour tablet...looks so nice and after I eat I feel it must be doing something nice otherwise why would my doctor tell me to have it daily Silt!!,0.6442307692307693
Neurobion,RS.1.99paise.should have shown as.credit in my wallet,0.6418269230769231
Neurobion,Good vitamin tablets,0.6298076923076923
Neurobion,Good vitamin tablets,0.6298076923076923
Neurobion,Don't have any test,0.6105769230769231
Neurobion,Used for my musels,0.6105769230769231
Neurobion,Don't have any test,0.6105769230769231
Neurobion,it does the work,0.6105769230769231
Neurobion,Mud source of b12,0.6105769230769231
Neurobion,Mud source of b12,0.6105769230769231
Neurobion,Not as per request,0.6105769230769231
Neurobion,Bifurcation of order given,0.5889423076923077
Neurobion,Bifurcation of order given,0.5889423076923077
Neurobion,I ordered for my mother,0.5841346153846154
Neurobion,I ordered for my mother,0.5841346153846154
Neurobion,It is as per recommendation.,0.5817307692307693
Neurobion,Don't bug my notifications,0.5793269230769231
Neurobion,The product meets our requirements,0.5793269230769231
Neurobion,Actually I bought this medicine for my father so I canst tell about this,0.5769230769230769
Neurobion,Good bit tabs,0.5745192307692307
Neurobion,No prescription needed,0.5721153846153846
Neurobion,"Using the product, but still I could find the fruitful results",0.5721153846153846
Neurobion,Using as per Docter advise,0.5697115384615384
Neurobion,cost & utility snatched,0.5673076923076923
Neurobion,Really it works,0.5625
Neurobion,I like it,0.5600961538461539
Neurobion,Complete vitamin B tablet,0.5600961538461539
Neurobion,Extremely fast supply.just the same day.,0.5576923076923077
Neurobion,Extremely fast supply.just the same day.,0.5576923076923077
Neurobion,canst say anything,0.5552884615384616
Neurobion,Nothing is mention,0.5552884615384616
Neurobion,Disprin require percription . Very strange,0.5528846153846154
Neurobion,Good vitamin supplement,0.5504807692307693
Neurobion,Good vitamin supplement,0.5504807692307693
Neurobion,its really good,0.5480769230769231
Neurobion,Quality in such a low cost,0.5480769230769231
Neurobion,its not making any much difference,0.5480769230769231
Neurobion,Unfordable prices.... Helped with muscle spasms and general anxiety,0.5432692307692307
Neurobion,It is Ok,0.5336538461538461
Neurobion,Very nice tab,0.5288461538461539
Neurobion,its a good product.,0.5168269230769231
Neurobion,Cheap and effective,0.5168269230769231
Neurobion,its a good product.,0.5168269230769231
Neurobion,its a good product.,0.5168269230769231
Neurobion,Good effective medicine,0.5072115384615384
Neurobion,Good for daily work,0.5024038461538461
Neurobion,overall good with price,0.5024038461538461
Neurobion,its working good in cheapest price,0.5
Neurobion,Medicine not available in stock in required quantity,0.49759615384615385
Neurobion,Medicine not available in stock in required quantity,0.49759615384615385
Neurobion,"Cannot remember rhis medicine, rated arbitrarily",0.49278846153846156
Neurobion,"Cannot remember rhis medicine, rated arbitrarily",0.49278846153846156
Neurobion,best medicine for nerves,0.49038461538461536
Neurobion,Nice every thing,0.4855769230769231
Neurobion,good To be taken as per Or advice,0.4855769230769231
Neurobion,good To be taken as per Or advice,0.4855769230769231
Neurobion,Do u mean the effects ?,0.47836538461538464
Neurobion,taste heavy small,0.47836538461538464
Neurobion,nice tablet for boasting a day,0.47596153846153844
Neurobion,Every thing was great,0.4735576923076923
Neurobion,Nice Supplement .,0.4735576923076923
Neurobion,Its a wonderful tablet.,0.47115384615384615
Neurobion,Response from team was poor,0.46875
Neurobion,All tablet are found in excellent condition,0.46634615384615385
Neurobion,Because I have not satisfied,0.46634615384615385
Neurobion,Excellent in nerves problems,0.46153846153846156
Neurobion,Best price good results...,0.45913461538461536
Neurobion,NO DISLIKE. ONLY LIKE,0.4567307692307692
Neurobion,NO DISLIKE. ONLY LIKE,0.4567307692307692
Neurobion,Not dislike but could not judge how much it is beneficial,0.4543269230769231
Neurobion,good product.,0.44471153846153844
Neurobion,Good product,0.44471153846153844
Neurobion,Good product,0.44471153846153844
Neurobion,Good product,0.44471153846153844
Neurobion,good results,0.4110576923076923
Neurobion,Good tablet,0.4110576923076923
Neurobion,Good results,0.4110576923076923
Neurobion,Good supplement,0.4110576923076923
Neurobion,All good,0.4014423076923077
Neurobion,All good,0.4014423076923077
Neurobion,good multivitamin,0.4014423076923077
Neurobion,All good,0.4014423076923077
Neurobion,Good one,0.4014423076923077
Neurobion,good one,0.4014423076923077
Neurobion,Good one,0.4014423076923077
Neurobion,Good one,0.4014423076923077
Neurobion,Its good,0.3942307692307692
Neurobion,Its good,0.3942307692307692
Neurobion,its good,0.3942307692307692
Neurobion,its good,0.3942307692307692
Neurobion,Yes liked,0.3918269230769231
Neurobion,effective medicine,0.3870192307692308
Neurobion,Good,0.3798076923076923
Neurobion,Good,0.3798076923076923
Neurobion,Good,0.3798076923076923
Neurobion,Good,0.3798076923076923
Neurobion,Good,0.3798076923076923
Neurobion,Good,0.3798076923076923
Neurobion,"Good,",0.3798076923076923
Neurobion,Good vitamin,0.3798076923076923
Neurobion,Amazing work,0.36778846153846156
Neurobion,Very good,0.3557692307692308
Neurobion,Very good,0.3557692307692308
Neurobion,Excellent result,0.34375
Neurobion,Excellent quality,0.34375
Neurobion,Excellent product,0.34375
Neurobion,Excellent product,0.34375
Neurobion,Excellent product,0.34375
Neurobion,Very effective,0.34375
Neurobion,Very effective,0.34375
Neurobion,Great,0.34134615384615385
Neurobion,Easy availability,0.34134615384615385
Neurobion,Great,0.34134615384615385
Neurobion,Nothing great,0.3389423076923077
Neurobion,OK. Nice,0.3389423076923077
Neurobion,Nice effects,0.33653846153846156
Neurobion,Nice results,0.33653846153846156
Neurobion,Mary nice,0.3317307692307692
Neurobion,Liked,0.3317307692307692
Neurobion,Excellent,0.3317307692307692
Neurobion,Excellent,0.3317307692307692
Neurobion,Excellent,0.3317307692307692
Neurobion,Nice,0.3293269230769231
Neurobion,Awesome,0.3245192307692308
Neurobion,All ok,0.3245192307692308
Neurobion,Best multivitamin,0.32211538461538464
Neurobion,Best Quality,0.32211538461538464
Neurobion,Useful,0.3173076923076923
Neurobion,Useful,0.3173076923076923
Neurobion,Very useful,0.3173076923076923
Neurobion,Given strength,0.31490384615384615
Neurobion,Fresh date,0.3125
Neurobion,Essentially necessary,0.30528846153846156
Neurobion,Not Good,0.30288461538461536
Neurobion,Like,0.3004807692307692
Neurobion,Nothing,0.3004807692307692
Neurobion,like,0.3004807692307692
Neurobion,Like,0.3004807692307692
Neurobion,Prompt,0.3004807692307692
Neurobion,Keep fresh,0.2980769230769231
Neurobion,all right,0.2980769230769231
Neurobion,Nothing particular,0.2932692307692308
Neurobion,Already replied,0.2932692307692308
Neurobion,Prompt Availability,0.2932692307692308
Neurobion,It works,0.2932692307692308
Neurobion,Not like,0.2932692307692308
Neurobion,No 1,0.2932692307692308
Neurobion,Effective.Fairly priced,0.2932692307692308
Neurobion,just gud,0.2932692307692308
Neurobion,Nurobian tablet,0.28846153846153844
Neurobion,Prompt delivery’s,0.28846153846153844
Neurobion,Low cost,0.28846153846153844
Neurobion,Unfordable product,0.28846153846153844
Neurobion,Results awaited,0.28846153846153844
Neurobion,Fight infection,0.2860576923076923
Neurobion,No work,0.2860576923076923
Neurobion,No dislikes,0.2860576923076923
Neurobion,I like,0.28365384615384615
Neurobion,like it,0.28365384615384615
Neurobion,Good packing,0.2403846153846154
Neurobion,Packing good,0.2403846153846154
Neurobion,Good service,0.23798076923076922
Neurobion,Good service,0.23798076923076922
Neurobion,Delivery and information available on webster,0.22596153846153846
Neurobion,Results in 35-40 days...In back pain and tastelessnees.,0.22596153846153846
Neurobion,All the medicines were charged at MRP. No discount was given,0.22596153846153846
Neurobion,Fast delivery Authentic product.,0.22596153846153846
Neurobion,Right from placing the order to being delivered,0.22596153846153846
Neurobion,I dislike delivery time,0.22596153846153846
Neurobion,Packing is nice,0.22596153846153846
Neurobion,Results in 35-40 days...In back pain and tastelessnees.,0.22596153846153846
Neurobion,Delivery and information available on webster,0.22596153846153846
Neurobion,Quick delivery with no problem,0.22596153846153846
Neurobion,Service as well as app(v fast,0.22596153846153846
Neurobion,Right from placing the order to being delivered,0.22596153846153846
Neurobion,Original product at great discount,0.22355769230769232
Neurobion,Good price and quick delivery,0.22355769230769232
Neurobion,Nice follow up from customer care,0.22355769230769232
Neurobion,Good and delivered on time,0.22355769230769232
Neurobion,Genuine and good pricing,0.22355769230769232
Neurobion,medicine is long lasting expire date,0.22355769230769232
Neurobion,Product delivery is late,0.22355769230769232
Neurobion,its prompt delivery,0.22355769230769232
Neurobion,No discount I got I got Usually 15 % from my chemist,0.22355769230769232
Neurobion,Timely delivery Good packing,0.22355769230769232
Neurobion,Packing & presentation,0.22355769230769232
Neurobion,Packing should have been a bit strong,0.22355769230769232
Neurobion,Late Delivery and pattern of split one order in two,0.22355769230769232
Neurobion,Didn't get delivery,0.22355769230769232
Neurobion,timely delivery and updates,0.22355769230769232
Neurobion,delivered in time with good discount,0.22355769230769232
Neurobion,U should give discount on that also,0.22355769230769232
Neurobion,Nice packing,0.22355769230769232
Neurobion,timely delivery and updates,0.22355769230769232
Neurobion,medicine is long lasting expire date,0.22355769230769232
Neurobion,Good to receive on time.,0.22355769230769232
Neurobion,its good for weak nerve and helps to work,0.22355769230769232
Neurobion,Product delivery is late,0.22355769230769232
Neurobion,U should give discount on that also,0.22355769230769232
Neurobion,Good packing and expire date,0.22355769230769232
Neurobion,Original product at great discount,0.22355769230769232
Neurobion,Genuine and good pricing,0.22355769230769232
